1,56057220,58016080,59960704,61911343,63916296,65957486,68028551.06,70164647.56,72367817.5,74640166.97,76983868.21,79401161.67,81894358.15,84465840.99,87118068.4,89853575.75,92674978.03,95584972.34,98586340.47,101681951.6,104874764.8,108167832.5,111564302.4,115067421.5,118680538.5
1,0.012376,0.013389,1.44E-02,1.54E-02,1.56E-02,1.72E-02,1.68E-02,1.75E-02,1.81E-02,1.88E-02,1.95E-02,2.02E-02,2.08E-02,2.15E-02,2.22E-02,2.29E-02,2.35E-02,2.42E-02,2.49E-02,2.56E-02,2.63E-02,0.026929,2.76E-02,2.83E-02,2.90E-02
1,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245
1,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575
1,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
1,0,0,0,0,0,6.47E-03,6.43E-03,6.40E-03,6.37E-03,1.93E-02,1.93E-02,1.93E-02,1.93E-02,1.92E-02,1.92E-02,1.92E-02,1.91E-02,1.91E-02,1.91E-02,1.91E-02,1.90E-02,0.019022725,1.90E-02,0.018976392,0.018953829
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,8.28E-02,8.32E-02,8.35E-02,8.39E-02,9.66E-02,9.68E-02,9.71E-02,9.74E-02,9.76E-02,9.78E-02,9.80E-02,9.82E-02,9.84E-02,9.86E-02,9.88E-02,0.098921295,9.91E-02,9.92E-02,9.94E-02,0.099507412
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02,1.22E-02
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917,0.162350917
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
